"year","code_industry","industry","aggregate","value"
2019,"321","Wood products","Total Value Added",36824
2019,"327","Nonmetallic mineral products","Total Value Added",63032
2019,"331","Primary metals","Total Value Added",67442
2019,"332","Fabricated metal products","Total Value Added",158779
2019,"333","Machinery","Total Value Added",160970
2019,"334","Computer and electronic products","Total Value Added",266294
2019,"335","Electrical equipment, appliances, and components","Total Value Added",60072
2019,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",161755
2019,"3364OT","Other transportation equipment","Total Value Added",165595
2019,"337","Furniture and related products","Total Value Added",30384
2019,"339","Miscellaneous manufacturing","Total Value Added",91402
2019,"311FT","Food and beverage and tobacco products","Total Value Added",272787
2019,"313TT","Textile mills and textile product mills","Total Value Added",16678
2019,"315AL","Apparel and leather and allied products","Total Value Added",9619
2019,"322","Paper products","Total Value Added",62716
2019,"323PPI","Printing, publishing, and related","Total Value Added",319899
2019,"324","Petroleum and coal products","Total Value Added",143355
2019,"325","Chemical products","Total Value Added",374773
2019,"326","Plastics and rubber products","Total Value Added",84801
2019,"42","Wholesale trade","Total Value Added",1296792
2019,"44RT","Retail trade","Total Value Added",1277572
2019,"481","Air transportation","Total Value Added",140210
2019,"482","Rail transportation","Total Value Added",46186
2019,"483","Water transportation","Total Value Added",15519
2019,"484","Truck transportation","Total Value Added",197410
2019,"485","Transit and ground passenger transportation","Total Value Added",54336
2019,"486","Pipeline transportation","Total Value Added",38909
2019,"487OS","Other transportation and support activities","Total Value Added",144013
2019,"493","Warehousing and storage","Total Value Added",73370
2019,"512","Theaters, motion pictures, and sound recording","Total Value Added",88545
2019,"513","Broadcasting and telecommunications","Total Value Added",501569
2019,"51C54","Computer, data processing, internet publishing, and other information services","Total Value Added",652776
2019,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Value Added",740089
2019,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Value Added",280785
2019,"524","Insurance carriers and related activities","Total Value Added",631397
2019,"531","Real estate","Total Value Added",2563733
2019,"532RL","Rental and leasing services and lessors of intangible assets","Total Value Added",242141
2019,"5411","Legal services","Total Value Added",290141
2019,"5412OP","Miscellaneous professional, scientific, and technical services","Total Value Added",984335
2019,"55","Management of companies and public relations","Total Value Added",405582
2019,"56","Administrative, support, and other business services","Total Value Added",670167
2019,"61","Educational services","Total Value Added",270279
2019,"621","Ambulatory health care services","Total Value Added",783449
2019,"622HO","Hospitals and nursing and residential care facilities","Total Value Added",683580
2019,"624","Social assistance","Total Value Added",146904
2019,"71","All recreation industries","Total Value Added",237116
2019,"721","Accomodation","Total Value Added",194861
2019,"722","Food services and drinking places","Total Value Added",490182
2019,"81","Other services, except government","Total Value Added",477864
2019,"G","All government","Total Value Added",2630201
2019,"111CA","Farms","Total Industry Output",388056
2019,"113FF","Forestry, fishing, and related activities","Total Industry Output",50994
2019,"211","Oil and gas extraction","Total Industry Output",316004
2019,"212","Mining, except oil and gas","Total Industry Output",106096
2019,"23","Construction","Total Industry Output",1867795
2019,"22","Utilities","Total Industry Output",517969
2019,"321","Wood products","Total Industry Output",112381
2019,"327","Nonmetallic mineral products","Total Industry Output",135072
2019,"331","Primary metals","Total Industry Output",235954
2019,"332","Fabricated metal products","Total Industry Output",377502
2019,"333","Machinery","Total Industry Output",391132
2019,"334","Computer and electronic products","Total Industry Output",367248
2019,"335","Electrical equipment, appliances, and components","Total Industry Output",131501
2019,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Industry Output",650219
2019,"3364OT","Other transportation equipment","Total Industry Output",328510
2019,"337","Furniture and related products","Total Industry Output",74187
2019,"339","Miscellaneous manufacturing","Total Industry Output",166814
2019,"311FT","Food and beverage and tobacco products","Total Industry Output",977827
2019,"313TT","Textile mills and textile product mills","Total Industry Output",49895
2019,"315AL","Apparel and leather and allied products","Total Industry Output",17331
2019,"322","Paper products","Total Industry Output",190943
2019,"323PPI","Printing, publishing, and related","Total Industry Output",499617
2019,"324","Petroleum and coal products","Total Industry Output",597698
2019,"325","Chemical products","Total Industry Output",805728
2019,"326","Plastics and rubber products","Total Industry Output",250297
2019,"42","Wholesale trade","Total Industry Output",2232753
2019,"44RT","Retail trade","Total Industry Output",1987925
2019,"481","Air transportation","Total Industry Output",272267
2019,"482","Rail transportation","Total Industry Output",84848
2019,"483","Water transportation","Total Industry Output",60883
2019,"484","Truck transportation","Total Industry Output",409425
2019,"485","Transit and ground passenger transportation","Total Industry Output",109551
2019,"486","Pipeline transportation","Total Industry Output",61593
2019,"487OS","Other transportation and support activities","Total Industry Output",264513
2019,"493","Warehousing and storage","Total Industry Output",134932
2019,"512","Theaters, motion pictures, and sound recording","Total Industry Output",166843
2019,"513","Broadcasting and telecommunications","Total Industry Output",893988
2019,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",1013605
2019,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",1119901
2019,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",755382
2019,"524","Insurance carriers and related activities","Total Industry Output",1132639
2019,"531","Real estate","Total Industry Output",3654761
2019,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",403077
2019,"5411","Legal services","Total Industry Output",370979
2019,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",1573028
2019,"55","Management of companies and public relations","Total Industry Output",631717
2019,"56","Administrative, support, and other business services","Total Industry Output",1213412
2019,"61","Educational services","Total Industry Output",383160
2019,"621","Ambulatory health care services","Total Industry Output",1162296
2019,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",1192444
2019,"624","Social assistance","Total Industry Output",247852
2019,"71","All recreation industries","Total Industry Output",396708
2019,"721","Accomodation","Total Industry Output",306476
